Ημερομηνία,PM10 (μgr/m3),PM10 Valid,PM2.5 (μgr/m3),PM2.5 Valid,Measurement Duration,source_file,sheet_name,PM10 (μgr/Nm3),PM2.5 (μgr/Nm3)
2018-08-06,63.3,yes,19.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-07,66.6,yes,21.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-08,41.4,yes,18.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-09,50.8,yes,17.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-10,36.2,yes,10.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-11,28.7,yes,8.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-12,26.9,yes,9.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-13,31.7,yes,11.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-14,28.0,yes,11.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-15,19.1,yes,9.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-16,64.7,yes,17.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-17,61.7,yes,18.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-18,34.2,yes,12.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-19,32.0,yes,12.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-20,58.9,yes,18.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-21,65.8,yes,19.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-22,60.6,yes,17.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-23,44.9,yes,13.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-24,60.9,yes,17.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-25,44.0,yes,16.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-26,34.9,yes,17.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-27,35.0,yes,12.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-28,25.6,yes,10.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-29,45.5,yes,14.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-30,70.4,yes,20.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-08-31,52.8,yes,18.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-08,,
2018-09-01,45.2,yes,17.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-02,62.2,yes,20.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-03,77.8,yes,23.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-04,90.8,yes,22.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-05,55.1,yes,12.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-06,37.8,yes,13.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-07,57.4,yes,20.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-08,43.3,yes,16.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-09,23.9,yes,13.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-10,29.6,yes,11.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-11,34.4,yes,11.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-12,35.4,yes,12.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-13,42.1,yes,15.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-14,42.9,yes,15.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-15,55.4,yes,18.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-16,28.2,yes,13.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-17,64.8,yes,18.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-18,51.2,yes,17.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-19,38.8,yes,12.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-20,50.8,yes,15.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-21,73.5,yes,19.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-22,41.9,yes,16.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-23,35.5,yes,18.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-24,88.7,yes,22.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-25,55.6,yes,9.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-26,20.4,yes,6.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-27,23.6,yes,7.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-28,43.8,yes,13.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-29,23.0,yes,12.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-09-30,37.5,yes,31.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-09,,
2018-10-01,57.8,yes,20.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-02,37.2,yes,18.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-03,32.8,yes,19.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-04,26.6,yes,16.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-05,44.5,yes,23.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-06,32.6,yes,16.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-07,22.0,yes,14.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-08,29.0,yes,17.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-09,31.0,yes,18.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-10,48.9,yes,19.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-11,64.4,yes,27.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-12,79.6,yes,30.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-13,47.0,yes,22.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-14,32.0,yes,18.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-15,53.1,yes,16.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-16,58.3,yes,24.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-17,73.7,yes,29.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-18,60.1,yes,28.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-19,74.3,yes,37.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-20,57.2,yes,36.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-21,36.4,yes,27.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-22,56.6,yes,42.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-23,56.7,yes,36.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-24,88.6,yes,37.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-25,88.1,yes,13.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-26,62.2,yes,34.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-27,45.3,yes,25.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-28,30.5,yes,22.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-29,62.1,yes,24.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-30,74.0,yes,26.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-10-31,77.5,yes,33.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-10,,
2018-11-01,93.1,yes,47.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-02,90.4,yes,57.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-03,48.6,yes,36.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-04,36.2,yes,23.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-05,65.3,yes,36.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-06,58.1,yes,38.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-07,67.4,yes,35.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-08,26.2,yes,16.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-09,33.5,yes,22.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-10,40.2,yes,30.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-11,44.4,yes,32.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-12,75.1,yes,42.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-13,93.2,yes,47.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-14,56.3,yes,34.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-15,41.5,yes,22.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-16,30.5,yes,19.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-17,12.1,yes,9.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-18,9.2,yes,8.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-19,40.8,yes,21.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-20,51.8,yes,40.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-21,27.3,yes,23.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-22,21.3,yes,13.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-23,39.0,yes,25.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-24,22.2,yes,17.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-25,30.1,yes,22.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-26,35.2,yes,27.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-27,51.2,yes,37.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-28,22.8,yes,17.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-29,22.3,yes,12.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-11-30,38.6,yes,22.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-11,,
2018-12-01,71.4,yes,39.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-02,65.2,yes,48.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-03,184.9,yes,75.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-04,118.1,yes,57.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-05,49.5,yes,24.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-06,37.3,yes,23.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-07,96.0,yes,53.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-08,90.7,yes,57.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-09,55.0,yes,45.6,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-10,40.8,yes,28.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-11,14.0,yes,7.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-12,42.6,yes,19.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-13,86.5,yes,40.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-14,38.1,yes,34.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-15,61.0,yes,54.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-16,37.8,yes,34.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-17,35.4,yes,26.2,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-18,26.0,yes,25.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-19,40.6,yes,31.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-20,124.9,yes,62.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-21,168.0,yes,88.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-22,130.7,yes,85.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-23,82.3,yes,50.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-24,90.0,yes,47.5,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-25,11.5,yes,7.3,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-26,11.7,yes,11.4,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-27,19.2,yes,16.8,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-28,52.0,yes,36.1,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-29,31.8,yes,22.0,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-30,20.5,yes,18.7,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2018-12-31,27.0,yes,24.9,yes,24 hours,data_pm_2018.xlsx,PM-2018-12,,
2019-07-01,28.1,yes,9.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-02,31.2,yes,10.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-03,31.3,yes,12.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-04,29.0,yes,10.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-05,17.4,yes,8.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-06,13.5,yes,7.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-07,19.1,yes,11.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-08,25.0,yes,12.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-09,29.7,yes,13.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-10,24.0,yes,6.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-11,8.4,yes,5.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-12,13.0,yes,6.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-13,22.6,yes,10.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-14,7.4,yes,5.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-15,14.1,yes,8.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-16,12.3,yes,10.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-17,14.1,yes,9.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-18,11.1,yes,7.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-19,20.8,yes,10.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-20,17.2,yes,10.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-21,17.1,yes,11.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-22,26.2,yes,13.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-23,16.2,yes,9.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-24,13.3,yes,7.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-25,14.9,yes,9.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-26,19.0,yes,10.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-27,19.1,yes,10.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-28,14.6,yes,8.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-29,28.7,yes,10.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-30,16.7,yes,6.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-07-31,32.8,yes,13.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-01,51.2,yes,9.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-02,18.8,yes,10.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-03,17.4,yes,12.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-04,14.0,yes,10.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-05,16.1,yes,8.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-06,22.0,yes,7.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-07,24.7,yes,11.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-08,28.6,yes,12.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-09,35.6,yes,13.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-10,26.4,yes,6.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-11,18.7,yes,5.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-12,26.4,yes,6.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-13,25.5,yes,10.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-14,18.0,yes,5.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-15,10.9,yes,8.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-16,10.3,yes,10.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-17,8.9,yes,9.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-18,24.2,yes,7.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-19,28.7,yes,10.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-20,33.5,yes,10.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-21,52.1,yes,11.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-22,86.4,yes,13.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-23,75.6,yes,9.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-24,34.6,yes,7.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-25,42.8,yes,9.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-26,33.0,yes,10.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-27,21.3,yes,10.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-28,26.4,yes,8.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-29,32.7,yes,10.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-30,32.7,yes,6.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-08-31,21.2,yes,13.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-01,13.7,yes,7.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-02,22.5,yes,9.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-03,18.5,yes,8.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-04,26.8,yes,10.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-05,21.2,yes,12.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-06,23.6,yes,10.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-07,10.1,yes,6.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-08,11.4,yes,7.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-09,18.9,yes,8.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-10,15.0,yes,8.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-11,17.1,yes,8.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-12,17.6,yes,8.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-13,20.5,yes,9.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-14,20.6,yes,9.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-15,19.3,yes,11.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-16,36.1,yes,15.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-17,42.2,yes,16.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-18,38.6,yes,15.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-19,42.3,yes,15.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-20,8.9,yes,6.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-21,13.5,yes,9.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-22,14.6,yes,9.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-23,30.3,yes,11.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-24,16.6,yes,10.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-25,19.7,yes,11.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-26,20.4,yes,13.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-27,10.7,yes,7.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-28,19.3,yes,11.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-29,15.7,yes,12.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-09-30,22.0,yes,14.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-07-08-09,,
2019-10-01,22.2,yes,13.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-02,25.8,yes,18.2,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-03,38.1,yes,18.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-04,10.6,yes,7.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-05,14.7,yes,9.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-06,9.7,yes,6.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-07,10.3,yes,8.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-08,21.5,yes,12.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-09,24.1,yes,9.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-10,24.6,yes,15.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-11,24.5,yes,14.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-12,20.5,yes,14.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-13,24.3,yes,18.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-14,35.8,yes,25.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-15,34.6,yes,23.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-16,35.7,yes,21.9,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-17,40.2,yes,28.5,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-18,39.3,yes,29.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-19,38.2,yes,32.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-20,39.9,yes,33.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-21,52.5,yes,35.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-22,53.1,yes,31.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-23,69.9,yes,34.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-24,74.5,yes,29.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-25,69.1,yes,28.8,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-26,36.2,yes,23.3,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-27,34.1,yes,25.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-28,41.5,yes,34.4,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-29,58.8,yes,43.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-30,69.2,yes,52.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-10-31,36.3,yes,33.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-10,,
2019-11-01,16.5,yes,14.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-11,,
2019-11-02,16.8,yes,12.7,yes,24 hours,data_pm_2019.xlsx,PM-2019-11,,
2019-11-03,23.2,yes,17.1,yes,24 hours,data_pm_2019.xlsx,PM-2019-11,,
2019-11-04,30.4,yes,21.0,yes,24 hours,data_pm_2019.xlsx,PM-2019-11,,
2019-11-05,23.0,yes,12.6,yes,24 hours,data_pm_2019.xlsx,PM-2019-11,,
